iteration,gradient_boosting_train_top1,gradient_boosting_train_logLoss,gradient_boosting_validation_top1,gradient_boosting_validation_logLoss,gradient_boosting_hard_validation_top1,gradient_boosting_hard_validation_logLoss,gradient_boosting_test_top1,gradient_boosting_test_logLoss,ensemble_train_top1,ensemble_train_logLoss,ensemble_validation_top1,ensemble_validation_logLoss,ensemble_hard_validation_top1,ensemble_hard_validation_logLoss,ensemble_test_top1,ensemble_test_logLoss
1,0.958,2.16314058351456,0.924,2.2071582680845316,0.88,2.2766283094244004,0.924,2.2052378842527514,0.99675,1.2232184496612553,0.99,1.2562768629533911,0.9818181818181818,1.3059208597927765,0.986,1.2471780829300965
2,0.96625,1.8217280345304772,0.936,1.8761523385674927,0.9,1.9583591137318241,0.933,1.8750829486934804,0.99625,1.104163700852839,0.988,1.1399640372690119,0.9781818181818182,1.1939421214633503,0.986,1.13116898508433
3,0.970625,1.5825874976061334,0.944,1.6426362678258883,0.9090909090909091,1.7325171685175822,0.943,1.6438951854968822,0.9955,1.004626458085585,0.986,1.0424440231327083,0.9745454545454545,1.0998581938537642,0.984,1.0345425483592314
4,0.972,1.3991657326256606,0.948,1.4652497397332214,0.9127272727272727,1.5618158528274417,0.944,1.4645499980641736,0.995125,0.9188971807544589,0.985,0.958983525733986,0.9727272727272728,1.0197518879597538,0.983,0.9511286544478187
5,0.9745,1.2445995915167998,0.95,1.3150382907125635,0.9181818181818182,1.4165821547636592,0.949,1.3164270881026077,0.99425,0.8410929872967428,0.985,0.8831752751134048,0.9727272727272728,0.9471609760517553,0.98,0.876507101743148
6,0.9785,1.1145965246457223,0.959,1.1889624739406703,0.9327272727272727,1.2934319770205536,0.953,1.1905371361165804,0.994,0.7714512622594599,0.985,0.8153799868226591,0.9727272727272728,0.8816842155206384,0.981,0.8093710733228328
7,0.979875,1.0041003110758557,0.96,1.081463929608301,0.9363636363636364,1.1865863542514488,0.956,1.0827883352155963,0.99425,0.7091784280972027,0.985,0.7551749371713401,0.9727272727272728,0.8230554471472875,0.982,0.7491304296257881
8,0.981125,0.908380789693323,0.961,0.9884805636817224,0.9381818181818182,1.0953711713647225,0.956,0.9903109351114062,0.993875,0.652833882664305,0.985,0.7003171805250358,0.9727272727272728,0.7698613077069281,0.983,0.6947729033917622
9,0.9825,0.8256994305030495,0.961,0.908536986264608,0.9363636363636364,1.0165579416276238,0.957,0.9103372915616487,0.994,0.602517498357861,0.986,0.6515177657410826,0.9745454545454545,0.7223922361868563,0.984,0.6463816238669172
10,0.982875,0.7512793752300638,0.961,0.8348465488792169,0.9381818181818182,0.9423887431080981,0.96,0.8382480281541214,0.99375,0.5561653400919135,0.986,0.6062156545179194,0.9745454545454545,0.6779631427983582,0.984,0.6018695242689277
11,0.98375,0.6854842662520501,0.963,0.7711864146477522,0.94,0.8793318203916645,0.96,0.774281504191075,0.993625,0.5140408183203393,0.986,0.5653769213904658,0.9745454545454545,0.6380809701699802,0.984,0.5613217084005905
12,0.984375,0.6267621221075435,0.963,0.7141535266927016,0.9381818181818182,0.8225002295375193,0.959,0.7170626960627058,0.99325,0.47561851229520674,0.984,0.5282057817533163,0.9727272727272728,0.601622296010955,0.983,0.5243286049323467
13,0.985125,0.5738198404142227,0.964,0.6622972630831963,0.94,0.7703193859587871,0.959,0.6659595417656654,0.99325,0.4404339105017796,0.984,0.49408564511567604,0.9727272727272728,0.5678599945741908,0.982,0.4905931833100762
14,0.985625,0.5266576513440006,0.964,0.61651389628038,0.94,0.7252681692179475,0.96,0.6204537512825553,0.99325,0.4085804172616854,0.984,0.46324218347133034,0.9727272727272728,0.537687428263512,0.982,0.46010322583220564
15,0.98625,0.4836177345456817,0.965,0.5745836286943247,0.9418181818181818,0.6827152906416558,0.961,0.5770461375557905,0.993375,0.37916057012401805,0.984,0.43476646123243456,0.9727272727272728,0.5091761476498298,0.982,0.4313135774787341
16,0.98675,0.44431926753891937,0.966,0.5365068965500941,0.9418181818181818,0.6443569255222642,0.961,0.5385218440847406,0.993625,0.3520603352973971,0.984,0.408776255280729,0.9727272727272728,0.48337701273617767,0.982,0.4054361811993185
17,0.9875,0.4083658543037048,0.967,0.5011931726869407,0.9436363636363636,0.6081470890951646,0.962,0.5028872813494222,0.99375,0.3270716443267421,0.985,0.3845495471100178,0.9745454545454545,0.45891692019841324,0.982,0.38124335465705467
18,0.988,0.3755869313800958,0.967,0.4690605881010767,0.9436363636363636,0.5751523610016951,0.963,0.4703014927488656,0.99375,0.3040698104402933,0.985,0.3622884802556682,0.9745454545454545,0.4364367742582388,0.982,0.358999681155773
19,0.98875,0.34596274476286754,0.968,0.43997548501108175,0.9454545454545454,0.5452971209938571,0.965,0.4406565557763816,0.99375,0.2831213163442133,0.984,0.3418278537427141,0.9727272727272728,0.41558505342348456,0.981,0.3385174738419965
20,0.989125,0.31839880971288514,0.969,0.4123308332181474,0.9454545454545454,0.5168834257994536,0.966,0.41325650126745295,0.994125,0.2635764421790162,0.984,0.3226125506247438,0.9727272727272728,0.3961280808566403,0.98,0.31931781755175676
21,0.989625,0.2939245600674266,0.969,0.38781114132677663,0.9472727272727273,0.49137511088367175,0.97,0.38903565227297177,0.994125,0.24610193820496598,0.985,0.30538699269430347,0.9727272727272728,0.3783790216860248,0.982,0.3023097920948692
22,0.99,0.27075860041221683,0.97,0.36482262901974943,0.9490909090909091,0.46722627344531,0.97,0.36689821154801405,0.994625,0.22955033897276714,0.985,0.2892248390696927,0.9727272727272728,0.36176813769130667,0.981,0.28673736737428895
23,0.9905,0.24993756034681106,0.971,0.34307316318309955,0.9509090909090909,0.4439082005507014,0.969,0.34625659063537684,0.9945,0.21448908430407962,0.985,0.2740488811629137,0.9727272727272728,0.3458693945315388,0.981,0.2720623044544432
24,0.99125,0.23104083318431384,0.971,0.32435306215530846,0.9509090909090909,0.4244294539513237,0.969,0.3271673806869239,0.99475,0.20072437021169903,0.985,0.26061003300486146,0.9727272727272728,0.33207869080803976,0.981,0.2585324237563755
25,0.992,0.2136183965359135,0.971,0.30630414764582914,0.9509090909090909,0.40513077394281677,0.969,0.3098365810874566,0.994875,0.18797763283532656,0.985,0.24785690351549863,0.9727272727272728,0.3187327446935232,0.98,0.24612867145003045
26,0.992375,0.1976507534190671,0.973,0.29033567058636656,0.9545454545454546,0.38855048860120317,0.97,0.29364068722326747,0.9955,0.17624204437206267,0.985,0.2363091621599433,0.9727272727272728,0.3068817878125527,0.979,0.2344671434712417
27,0.992875,0.18284681768352123,0.974,0.27441791231194146,0.9545454545454546,0.37095269332732345,0.97,0.27844185519531833,0.99575,0.16532069971504856,0.984,0.2249701709749689,0.9709090909090909,0.2945836314584631,0.98,0.2235304003125426
28,0.9935,0.16937425035246612,0.974,0.2604090435412895,0.9545454545454546,0.3558746100009156,0.97,0.26444912749151744,0.99575,0.15533783607979812,0.984,0.2148450326864144,0.9709090909090909,0.2838199899922092,0.98,0.21334610717966182
29,0.994,0.1568863432324685,0.975,0.2463988268423372,0.9563636363636364,0.33995761281961906,0.97,0.25089623400293937,0.995875,0.14606412671845956,0.984,0.20488167879566477,0.9709090909090909,0.27273919106540756,0.981,0.20366715377495603
30,0.994375,0.1454633015375834,0.974,0.23417258469366664,0.9545454545454546,0.32664336999712623,0.971,0.23896928279943241,0.996,0.13755645968221916,0.983,0.1959857270160575,0.9690909090909091,0.26318647767404274,0.98,0.1949331894343572
31,0.994875,0.13504415774854278,0.975,0.22328759620370364,0.9563636363636364,0.3147248570485812,0.972,0.22764145488714418,0.996125,0.1297841507941798,0.983,0.1881733258784109,0.9690909090909091,0.254804944146872,0.98,0.18679125230357885
32,0.994875,0.12503189675860574,0.976,0.21252716185961573,0.9563636363636364,0.30266884082357776,0.972,0.217283564802952,0.99625,0.12233428965974331,0.983,0.18043677427338198,0.9690909090909091,0.2463723556958281,0.981,0.17924052339756194
33,0.995125,0.11601105067320466,0.976,0.2023821618056104,0.9563636363636364,0.29068056817613286,0.973,0.20757836135498323,0.99625,0.1156224397375719,0.984,0.17332476334348293,0.9709090909090909,0.23825049033916426,0.98,0.1722129018433624
34,0.995375,0.10768089613285213,0.976,0.19287523689217909,0.9563636363636364,0.2794927306284138,0.975,0.19831451688266788,0.9965,0.10933965134156597,0.984,0.1665519447053295,0.9709090909090909,0.23050913937193526,0.98,0.16546336325070385
35,0.9955,0.10046441197585335,0.976,0.18498558099590168,0.9563636363636364,0.27059491533023095,0.973,0.19042233589901733,0.9965,0.10390175726921318,0.984,0.16083317291626936,0.9709090909090909,0.22420257532068932,0.98,0.15966007540454777
36,0.995625,0.09334886359564436,0.977,0.1768545386460986,0.9581818181818181,0.2610339996440217,0.976,0.18292581018374368,0.99675,0.09854370014497082,0.985,0.15499261733970188,0.9727272727272728,0.2174968288452976,0.98,0.15404120362924417
37,0.99575,0.08711830767672302,0.978,0.16971808862686918,0.96,0.2525024076513418,0.975,0.17601099241263182,0.9965,0.09381601546215726,0.985,0.14990036823856132,0.9727272727272728,0.21159952253416942,0.978,0.1489594167247864
38,0.996,0.08137847257317933,0.977,0.16302944989438573,0.9581818181818181,0.24440391439192752,0.976,0.16956172932554275,0.99675,0.08945404845318267,0.985,0.14512230524174868,0.9727272727272728,0.20596712021552596,0.979,0.14418498345836045
39,0.99625,0.0760032458966846,0.977,0.15688326424858473,0.9581818181818181,0.2369899762569043,0.975,0.1637418195172734,0.99675,0.08536783573141206,0.985,0.140676454451159,0.9727272727272728,0.20072352229735796,0.979,0.1397849343000374
40,0.99625,0.07106440937203043,0.977,0.1516550476862966,0.9581818181818181,0.23105565112968038,0.977,0.1585801792657785,0.996875,0.0816040920968353,0.985,0.1367779268937366,0.9727272727272728,0.1963465659083482,0.979,0.13581797162647707
41,0.99625,0.06636988264077828,0.977,0.14630732674828598,0.9581818181818181,0.22450289634207723,0.976,0.1531651417293165,0.997,0.07801537159814884,0.985,0.13287838822829706,0.9727272727272728,0.19167120339750998,0.979,0.13179338383685155
42,0.996375,0.06216095775338453,0.977,0.14132893245292968,0.9581818181818181,0.21842478164170454,0.977,0.14842851634427845,0.996875,0.07478228334976804,0.986,0.1293588252469938,0.9745454545454545,0.18753309725211295,0.98,0.12814116165691897
43,0.9965,0.05822483458198264,0.977,0.13667211647881072,0.9581818181818181,0.21285543923282102,0.977,0.14358438998799317,0.997,0.07176227973331875,0.986,0.1259482239420935,0.9745454545454545,0.18351671969130157,0.978,0.1246187430585242
44,0.99675,0.054489198560607396,0.978,0.13201673629032495,0.96,0.2070908289427445,0.977,0.13919105014030875,0.997125,0.0688990561071764,0.985,0.1226011976820881,0.9727272727272728,0.17946616381030403,0.979,0.12144386899761571
45,0.99675,0.051158190146211285,0.978,0.12796332179704772,0.96,0.20203778399637334,0.977,0.13515267371964687,0.997125,0.06635390612582076,0.985,0.11975337830450768,0.9727272727272728,0.17604759398389874,0.979,0.11859944467616367
46,0.996875,0.04809753512726497,0.979,0.12415501028652659,0.9618181818181818,0.19724861528890186,0.977,0.13142969306675287,0.99725,0.06405454089519014,0.985,0.11706875871881164,0.9727272727272728,0.17278565671537635,0.981,0.11598049711697904
47,0.997,0.04518416725550099,0.979,0.12031762873600359,0.9618181818181818,0.19234153156987222,0.977,0.1280148488089687,0.9975,0.0618129301890581,0.985,0.11437467990399074,0.9727272727272728,0.16945468375893055,0.978,0.11357598356287395
48,0.997125,0.04257424530741661,0.98,0.11703301323312305,0.9636363636363636,0.1882436818969898,0.977,0.12476286930116022,0.997625,0.05979269579104808,0.985,0.11198884342524684,0.9727272727272728,0.1665380209420414,0.979,0.11116100723639522
49,0.997125,0.040112608483855616,0.98,0.11337964730474329,0.9636363636363636,0.1834190796538377,0.977,0.12176624602523631,0.998,0.05789290807418123,0.985,0.1094632107075883,0.9727272727272728,0.16332691118828604,0.98,0.10902536476445633
50,0.997625,0.03791478506869374,0.98,0.11052494831680722,0.9636363636363636,0.17973437722650143,0.977,0.11924730572456076,0.99825,0.05617998610566631,0.985,0.10741376697649659,0.9727272727272728,0.16076657443857695,0.98,0.10709179663066076
51,0.9975,0.03568311789223103,0.98,0.10805033457679686,0.9636363636363636,0.1766001999826568,0.977,0.1166439362285331,0.99825,0.054519066888614194,0.985,0.1055437912486244,0.9727272727272728,0.15840141400071192,0.981,0.10527801383840432
52,0.997625,0.03364329394470032,0.98,0.10522772749166606,0.9636363636363636,0.17289578990352353,0.977,0.11386049412306115,0.998375,0.05294378846013134,0.985,0.10345117740311252,0.9727272727272728,0.15568481282919291,0.982,0.10332372149145744
53,0.998,0.03190051019321123,0.981,0.10287089828309239,0.9654545454545455,0.16987896266932334,0.977,0.11187614710078624,0.9985,0.05158466133535964,0.985,0.1017200391675784,0.9727272727272728,0.15350734279106953,0.981,0.10191987850774621
54,0.998125,0.03025294292040694,0.981,0.10068108131282313,0.9654545454545455,0.16700633055201286,0.977,0.10959145613410662,0.9985,0.05029756424883463,0.985,0.10009988966892489,0.9727272727272728,0.15141616916457215,0.981,0.10037086554748807
55,0.998375,0.028687370181130444,0.981,0.09889667126521968,0.9654545454545455,0.1647546202435842,0.978,0.10804118801362877,0.998625,0.04907596640639132,0.986,0.09873471986992247,0.9745454545454545,0.14970550776179425,0.98,0.09899340529576513
56,0.998625,0.027293588061519967,0.981,0.09691939378711072,0.9654545454545455,0.16212176410266796,0.978,0.1059738520567319,0.99875,0.047983240424928526,0.986,0.09730083022901966,0.9745454545454545,0.14783625909257112,0.982,0.09753954679874362
57,0.998625,0.025878118036371477,0.981,0.0949210351004551,0.9654545454545455,0.15938371428383746,0.979,0.10410520864123186,0.998875,0.046878655818918424,0.986,0.09574227663810188,0.9745454545454545,0.14569295513390243,0.981,0.0962516337433298
58,0.99875,0.02469381483848499,0.981,0.0932426304749848,0.9654545454545455,0.15714414493430284,0.98,0.10246274256092115,0.999125,0.045950496994124915,0.986,0.09450124875665096,0.9745454545454545,0.14406007174161783,0.982,0.09508749756120517
59,0.99875,0.023546086507239355,0.981,0.09172337399548632,0.9654545454545455,0.15516748680090456,0.98,0.10076362798553402,0.999125,0.04504701000386347,0.986,0.093335248617448,0.9745454545454545,0.142543141298793,0.981,0.09397709843243154
60,0.998875,0.022354609843865645,0.981,0.08968699363103888,0.9654545454545455,0.15214242188047933,0.98,0.09876692317226644,0.999125,0.04411098885698333,0.986,0.09190135238976278,0.9745454545454545,0.14046182613998454,0.982,0.0926692230718095
61,0.999125,0.021328347353307645,0.98,0.0880531158294033,0.9636363636363636,0.14988188738587754,0.98,0.09721503146701989,0.999125,0.04330548656467171,0.987,0.09067598318397854,0.9763636363636363,0.13878217139981533,0.982,0.09161071294431365
62,0.999125,0.020278276002555648,0.98,0.08661731519116009,0.9636363636363636,0.14787836180382408,0.98,0.09575365894252952,0.99925,0.04247703375882051,0.987,0.08957263163165778,0.9763636363636363,0.13724373129055345,0.982,0.09065825025114607
63,0.999375,0.019431640534562866,0.979,0.08536456385995791,0.9618181818181818,0.1461759357962956,0.98,0.09450317666125782,0.999375,0.04180532547625893,0.987,0.08859615335774955,0.9763636363636363,0.13591201226019634,0.982,0.08977808404824136
64,0.999375,0.0184924063214124,0.979,0.08398848684869425,0.9618181818181818,0.14421588953325384,0.98,0.09277744235245006,0.999375,0.04106970695714061,0.987,0.08761227063398545,0.9763636363636363,0.13454251128223216,0.982,0.08872322639552728
65,0.999375,0.017746903297108298,0.981,0.08269118553217564,0.9654545454545455,0.1423689594073587,0.98,0.09167093760133169,0.999375,0.04047711474465937,0.987,0.08669601334123875,0.9763636363636363,0.13327287191591938,0.981,0.08800235820961703
66,0.999375,0.01690207759500193,0.98,0.0816184010489628,0.9636363636363636,0.14090618703658012,0.98,0.09025319767650049,0.99975,0.03981230732877968,0.987,0.08585130697674084,0.9763636363636363,0.13211486332289993,0.981,0.08710584900236466
67,0.999375,0.016259803010656656,0.98,0.0805556651150642,0.9636363636363636,0.1393664183839158,0.98,0.08922929468952642,0.99975,0.0393000764330756,0.987,0.08505015239596635,0.9763636363636363,0.13096223715345964,0.98,0.08638659378920978
68,0.9995,0.015535697753867815,0.981,0.0791257206334117,0.9654545454545455,0.13720836084469742,0.98,0.088089021584858,0.99975,0.03872252913596301,0.987,0.08403167279714253,0.9763636363636363,0.12945488633066835,0.981,0.08564320227152449
69,0.9995,0.01492931403667406,0.981,0.0780422416699649,0.9654545454545455,0.13561586220969188,0.98,0.08713109389067306,0.99975,0.03823756307819234,0.987,0.08324887188468741,0.9763636363636363,0.1283248384982128,0.982,0.08496783114417285
70,0.999625,0.014272715718622288,0.981,0.0772347002799699,0.9654545454545455,0.1344817206534618,0.98,0.08556444542534795,0.99975,0.03771371635777087,0.987,0.0825886923123123,0.9763636363636363,0.12738419565776402,0.982,0.08411929635858942
71,0.999625,0.013748953008077247,0.981,0.0764210888058017,0.9654545454545455,0.13332459027452268,0.979,0.08473284731220394,0.99975,0.03729530179697675,0.987,0.08194606226514127,0.9763636363636363,0.12646624209172905,0.983,0.08351173358980081
72,0.999625,0.013177847018431468,0.981,0.07513857953815803,0.9654545454545455,0.13132208855364308,0.979,0.08363590700209059,0.99975,0.03683992125823547,0.987,0.08111467324291083,0.9763636363636363,0.12521112594099915,0.983,0.08285854520909569
73,0.999625,0.012632307990111316,0.982,0.07416371563736601,0.9672727272727273,0.1298438571957523,0.979,0.08242375653777341,0.99975,0.03640369484099612,0.987,0.08041825903573746,0.9763636363636363,0.12417446163677828,0.983,0.08214780902778872
74,0.999625,0.012114495658670723,0.982,0.07327816374251568,0.9672727272727273,0.12851455116112961,0.98,0.08125850759708639,0.99975,0.03598911414446789,0.987,0.07980251154881178,0.9763636363636363,0.12327384849997287,0.983,0.08138143909302155
75,0.999625,0.011706900753138617,0.982,0.07247082422932585,0.9672727272727273,0.1272985132560302,0.98,0.08038851545968574,0.99975,0.03566125035045502,0.987,0.07922019692482715,0.9763636363636363,0.12241193093169513,0.983,0.08077690504491251
76,0.999625,0.011304903753346933,0.982,0.07166415632622748,0.9672727272727273,0.12606734777267548,0.98,0.07968793443882165,0.99975,0.035339130432754946,0.987,0.07870763888922076,0.9763636363636363,0.12166447963872654,0.983,0.08031431693055156
77,0.999625,0.010901506518298363,0.982,0.07067755435752408,0.9672727272727273,0.1245201647411976,0.98,0.07890454769697965,0.99975,0.035013393576795344,0.987,0.07807912662040999,0.9763636363636363,0.12071564922867868,0.983,0.07977563609942583
78,0.999625,0.010467142504948316,0.982,0.07000648961435839,0.9672727272727273,0.12350577792493674,0.98,0.0779274739295886,0.99975,0.03466343874617869,0.986,0.07757599870982988,0.9745454545454545,0.1199621507145059,0.984,0.07917638510326049
79,0.999625,0.010121546605676766,0.982,0.06937029590504712,0.9672727272727273,0.1225568906820423,0.98,0.07719041781085291,0.99975,0.03438562624124607,0.986,0.07706570850100362,0.9745454545454545,0.11919730522540349,0.985,0.07872059944877283
80,0.999625,0.009803185899933769,0.982,0.06854260670544067,0.9672727272727273,0.12124692980498217,0.981,0.07661410423677768,0.99975,0.034128352893973195,0.986,0.07655057598830127,0.9745454545454545,0.11841399658581095,0.985,0.07827190595688421
